200	19	25	25
223	19	25	25
246	19	25	25
269	19	25	25
292	19	25	25
315	19	25	25
338	19	25	25
361	19	25	25
384	19	25	25
407	19	25	25
465	19	15	25
476	19	25	25
499	19	25	25
522	19	25	25
545	19	25	25
568	19	25	25
591	19	25	25
614	19	25	25
637	19	25	25
660	19	25	25
683     19      25      25
200	44	25	25
200	69	25	25
200	94	25	25
200	119	25	25
223	119	25	25
246	119	25	25
269	119	25	25
292	119	25	25
292	144	25	25
292	169	25	25
292	194	25	25
292	219	25	25
292	244	25	25
292	269	25	25
292	294	25	25
269	294	25	25
246	294	25	25
223	294	25	25
200	294	25	25
177	294	25	25
154	294	25	25
131	294	25	25
108	294	25	25
85	294	25	25
62	294	25	25
39	294	25	25
16	294	25	25
16	319	25	25
16	344	25	25
16	369	25	25
16	394	25	25
16	419	25	25
16	444	25	25
16	469	25	25
16	494	25	25
16	519	25	25
16	544	25	25
16	569	25	25
16	594	25	25
16	619	25	25
16	644	25	25
16	669	25	25
39	619	25	25
62	619	25	25
85	619	25	25
108	619	25	25
131	619	25	25
154	619	25	25
177	619	25	25
200	619	25	25
223	619	25	25
246	619	25	25
269	619	25	25
292	619	25	25
16	694	25	25
39	694	25	25
62	694	25	25
85	694	25	25
108	694	25	25
131	694	25	25
154	694	25	25
177	694	25	25
200	694	25	25
223	694	25	25
246	694	25	25
269	694	25	25
292	694	25	25
315	694	25	25
338	694	25	25
361 	694	25	25
384	694	25	25
407	694	25	25
430	694	25	25
453 	694	25	25
476	694	25	25
499	694	25	25
522 	694	25	25
545	694	25	25
683	44	25	25
683	69	25	25
683	94	25	25
683	119	25	25
660     119     25      25
637	119	25	25
614	119	25	25
591	119	25	25
591	144	25	25
591	169	25	25
591	194	25	25
591	219	25	25
591	244	25	25
591	269	25	25
591	294	25	25
614	294	25	25
637	294	25	25
660	294	25	25
683	294	25	25
706	294	25	25
729	294	25	25
752	294	25	25
775	294	25	25
798	294	25	25
821	294	25	25
844	294	25	25
867	294	25	25
867	319	25	25
867	344	25	25
867	369	25	25
867	394	25	25
867	419	25	25
867	444	25	25
867	469	25	25
867	494	25	25
867	519	25	25
867	544	25	25
867	569	25	25
867	594	25	25
867	619	25	25
867	644	25	25
867	669	25	25
844	619	25	25
821	619	25	25
798	619	25	25
775	619	25	25
752	619	25	25
729	619	25	25
706	619	25	25
683	619	25	25
660	619	25	25
637	619	25	25
614	619	25	25
591	619	25	25
867	694	25	25
844	694	25	25
821	694	25	25
798	694	25	25
775	694	25	25
752	694	25	25
729	694	25	25
706	694	25	25
683	694	25	25
660	694	25	25
637	694	25	25
614	694	25	25
591	694	25	25
568	694	25	25
140	380	25	25
163	380	25	25
186	380	25	25
209	380	25	25
232	380	25	25
255	380	25	25
278	380	25	25
301	380	25	25
324	380	25	25
347	380	25	25
370	380	25	25
393	380	25	25
446     380     22      25
462	380	25	25
485	380	25	25
508	380	25	25
531	380	25	25
554	380	25	25
577	380	25	25
600	380	25	25
623	380	25	25
646	380	25	25
669	380	25	25
692	380	25	25
715	380	25	25
738	380	25	25
140     405     25      25
140	425	25	25
140	450	25	25
140	475	25	25
140	500	25	25
140	525	25	25
163	525	25	25
186	525	25	25
209	525	25	25
232	525	25	25
255	525	25	25
278	525	25	25
301	525	25	25
324	525	25	25
347	525	25	25
370	525	25	25
485	525	25	25
508	525	25	25
531	525	25	25
554	525	25	25
577	525	25	25
600	525	25	25
623	525	25	25
646	525	25	25
669	525	25	25
692	525	25	25
715	525	25	25
738	525	25	25
738	500	25	25
738	500	25	25
738	475	25	25
738	450	25	25
738	425	25	25
738	402	25	23








